date,fuel,grade,formulation,price
2018-10-29,diesel,ultra_low_sulfur,,3.355
2018-11-05,diesel,ultra_low_sulfur,,3.338
2018-11-12,diesel,ultra_low_sulfur,,3.317
2018-11-19,diesel,ultra_low_sulfur,,3.282
2018-11-26,diesel,ultra_low_sulfur,,3.261
2018-12-03,diesel,ultra_low_sulfur,,3.207
2018-12-10,diesel,ultra_low_sulfur,,3.161
2018-12-17,diesel,ultra_low_sulfur,,3.121
2018-12-24,diesel,ultra_low_sulfur,,3.077
2018-12-31,diesel,ultra_low_sulfur,,3.048
2019-01-07,diesel,ultra_low_sulfur,,3.013
2019-01-14,diesel,ultra_low_sulfur,,2.976
2019-01-21,diesel,ultra_low_sulfur,,2.965
2019-01-28,diesel,ultra_low_sulfur,,2.965
2019-02-04,diesel,ultra_low_sulfur,,2.966
2019-02-11,diesel,ultra_low_sulfur,,2.966
2019-02-18,diesel,ultra_low_sulfur,,3.006
2019-02-25,diesel,ultra_low_sulfur,,3.048
2019-03-04,diesel,ultra_low_sulfur,,3.076
2019-03-11,diesel,ultra_low_sulfur,,3.079
2019-03-18,diesel,ultra_low_sulfur,,3.07
2019-03-25,diesel,ultra_low_sulfur,,3.08
2019-04-01,diesel,ultra_low_sulfur,,3.078
2019-04-08,diesel,ultra_low_sulfur,,3.093
2019-04-15,diesel,ultra_low_sulfur,,3.118
2019-04-22,diesel,ultra_low_sulfur,,3.147
2019-04-29,diesel,ultra_low_sulfur,,3.169
2019-05-06,diesel,ultra_low_sulfur,,3.171
2019-05-13,diesel,ultra_low_sulfur,,3.16
2019-05-20,diesel,ultra_low_sulfur,,3.163
2019-05-27,diesel,ultra_low_sulfur,,3.151
2019-06-03,diesel,ultra_low_sulfur,,3.136
2019-06-10,diesel,ultra_low_sulfur,,3.105
2019-06-17,diesel,ultra_low_sulfur,,3.07
2019-06-24,diesel,ultra_low_sulfur,,3.043
2019-07-01,diesel,ultra_low_sulfur,,3.042
2019-07-08,diesel,ultra_low_sulfur,,3.055
2019-07-15,diesel,ultra_low_sulfur,,3.051
2019-07-22,diesel,ultra_low_sulfur,,3.044
2019-07-29,diesel,ultra_low_sulfur,,3.034
2019-08-05,diesel,ultra_low_sulfur,,3.032
2019-08-12,diesel,ultra_low_sulfur,,3.011
2019-08-19,diesel,ultra_low_sulfur,,2.994
2019-08-26,diesel,ultra_low_sulfur,,2.983
2019-09-02,diesel,ultra_low_sulfur,,2.976
2019-09-09,diesel,ultra_low_sulfur,,2.971
2019-09-16,diesel,ultra_low_sulfur,,2.987
2019-09-23,diesel,ultra_low_sulfur,,3.081
2019-09-30,diesel,ultra_low_sulfur,,3.066
2019-10-07,diesel,ultra_low_sulfur,,3.047
2019-10-14,diesel,ultra_low_sulfur,,3.051
2019-10-21,diesel,ultra_low_sulfur,,3.05
2019-10-28,diesel,ultra_low_sulfur,,3.064
2019-11-04,diesel,ultra_low_sulfur,,3.062
2019-11-11,diesel,ultra_low_sulfur,,3.073
2019-11-18,diesel,ultra_low_sulfur,,3.074
2019-11-25,diesel,ultra_low_sulfur,,3.066
2019-12-02,diesel,ultra_low_sulfur,,3.07
2019-12-09,diesel,ultra_low_sulfur,,3.049
2019-12-16,diesel,ultra_low_sulfur,,3.046
2019-12-23,diesel,ultra_low_sulfur,,3.041
2019-12-30,diesel,ultra_low_sulfur,,3.069
2020-01-06,diesel,ultra_low_sulfur,,3.079
2020-01-13,diesel,ultra_low_sulfur,,3.064
2020-01-20,diesel,ultra_low_sulfur,,3.037
2020-01-27,diesel,ultra_low_sulfur,,3.01
2020-02-03,diesel,ultra_low_sulfur,,2.956
2020-02-10,diesel,ultra_low_sulfur,,2.91
2020-02-17,diesel,ultra_low_sulfur,,2.89
2020-02-24,diesel,ultra_low_sulfur,,2.882
2020-03-02,diesel,ultra_low_sulfur,,2.851
2020-03-09,diesel,ultra_low_sulfur,,2.814
2020-03-16,diesel,ultra_low_sulfur,,2.733
2020-03-23,diesel,ultra_low_sulfur,,2.659
2020-03-30,diesel,ultra_low_sulfur,,2.586
2020-04-06,diesel,ultra_low_sulfur,,2.548
2020-04-13,diesel,ultra_low_sulfur,,2.507
2020-04-20,diesel,ultra_low_sulfur,,2.48
2020-04-27,diesel,ultra_low_sulfur,,2.437
2020-05-04,diesel,ultra_low_sulfur,,2.399
2020-05-11,diesel,ultra_low_sulfur,,2.394
2020-05-18,diesel,ultra_low_sulfur,,2.386
2020-05-25,diesel,ultra_low_sulfur,,2.39
2020-06-01,diesel,ultra_low_sulfur,,2.386
2020-06-08,diesel,ultra_low_sulfur,,2.396
2020-06-15,diesel,ultra_low_sulfur,,2.403
2020-06-22,diesel,ultra_low_sulfur,,2.425
2020-06-29,diesel,ultra_low_sulfur,,2.43
2020-07-06,diesel,ultra_low_sulfur,,2.437
2020-07-13,diesel,ultra_low_sulfur,,2.438
2020-07-20,diesel,ultra_low_sulfur,,2.433
2020-07-27,diesel,ultra_low_sulfur,,2.427
2020-08-03,diesel,ultra_low_sulfur,,2.424
2020-08-10,diesel,ultra_low_sulfur,,2.428
2020-08-17,diesel,ultra_low_sulfur,,2.427
2020-08-24,diesel,ultra_low_sulfur,,2.426
2020-08-31,diesel,ultra_low_sulfur,,2.441
2020-09-07,diesel,ultra_low_sulfur,,2.435
2020-09-14,diesel,ultra_low_sulfur,,2.422
2020-09-21,diesel,ultra_low_sulfur,,2.404
2020-09-28,diesel,ultra_low_sulfur,,2.394
2020-10-05,diesel,ultra_low_sulfur,,2.387
2020-10-12,diesel,ultra_low_sulfur,,2.395
2020-10-19,diesel,ultra_low_sulfur,,2.388
2020-10-26,diesel,ultra_low_sulfur,,2.385
2020-11-02,diesel,ultra_low_sulfur,,2.372
2020-11-09,diesel,ultra_low_sulfur,,2.383
2020-11-16,diesel,ultra_low_sulfur,,2.441
2020-11-23,diesel,ultra_low_sulfur,,2.462
2020-11-30,diesel,ultra_low_sulfur,,2.502
2020-12-07,diesel,ultra_low_sulfur,,2.526
2020-12-14,diesel,ultra_low_sulfur,,2.559
2020-12-21,diesel,ultra_low_sulfur,,2.619
2020-12-28,diesel,ultra_low_sulfur,,2.635
2021-01-04,diesel,ultra_low_sulfur,,2.64
2021-01-11,diesel,ultra_low_sulfur,,2.67
2021-01-18,diesel,ultra_low_sulfur,,2.696
2021-01-25,diesel,ultra_low_sulfur,,2.716
2021-02-01,diesel,ultra_low_sulfur,,2.738
2021-02-08,diesel,ultra_low_sulfur,,2.801
2021-02-15,diesel,ultra_low_sulfur,,2.876
2021-02-22,diesel,ultra_low_sulfur,,2.973
2021-03-01,diesel,ultra_low_sulfur,,3.072
2021-03-08,diesel,ultra_low_sulfur,,3.143
2021-03-15,diesel,ultra_low_sulfur,,3.191
2021-03-22,diesel,ultra_low_sulfur,,3.194
2021-03-29,diesel,ultra_low_sulfur,,3.161
2021-04-05,diesel,ultra_low_sulfur,,3.144
2021-04-12,diesel,ultra_low_sulfur,,3.129
2021-04-19,diesel,ultra_low_sulfur,,3.124
2021-04-26,diesel,ultra_low_sulfur,,3.124
2021-05-03,diesel,ultra_low_sulfur,,3.142
2021-05-10,diesel,ultra_low_sulfur,,3.186
2021-05-17,diesel,ultra_low_sulfur,,3.249
2021-05-24,diesel,ultra_low_sulfur,,3.253
2021-05-31,diesel,ultra_low_sulfur,,3.255
2021-06-07,diesel,ultra_low_sulfur,,3.274
2021-06-14,diesel,ultra_low_sulfur,,3.286
2021-06-21,diesel,ultra_low_sulfur,,3.287
2021-06-28,diesel,ultra_low_sulfur,,3.3
2021-07-05,diesel,ultra_low_sulfur,,3.331
2021-07-12,diesel,ultra_low_sulfur,,3.338
2021-07-19,diesel,ultra_low_sulfur,,3.344
2021-07-26,diesel,ultra_low_sulfur,,3.342
2021-08-02,diesel,ultra_low_sulfur,,3.367
2021-08-09,diesel,ultra_low_sulfur,,3.364
2021-08-16,diesel,ultra_low_sulfur,,3.356
2021-08-23,diesel,ultra_low_sulfur,,3.324
2021-08-30,diesel,ultra_low_sulfur,,3.339
2021-09-06,diesel,ultra_low_sulfur,,3.373
2021-09-13,diesel,ultra_low_sulfur,,3.372
2021-09-20,diesel,ultra_low_sulfur,,3.385
2021-09-27,diesel,ultra_low_sulfur,,3.406
2021-10-04,diesel,ultra_low_sulfur,,3.477
2021-10-11,diesel,ultra_low_sulfur,,3.586
2021-10-18,diesel,ultra_low_sulfur,,3.671
2021-10-25,diesel,ultra_low_sulfur,,3.713
2021-11-01,diesel,ultra_low_sulfur,,3.727
2021-11-08,diesel,ultra_low_sulfur,,3.73
2021-11-15,diesel,ultra_low_sulfur,,3.734
2021-11-22,diesel,ultra_low_sulfur,,3.724
2021-11-29,diesel,ultra_low_sulfur,,3.72
2021-12-06,diesel,ultra_low_sulfur,,3.674
2021-12-13,diesel,ultra_low_sulfur,,3.649
2021-12-20,diesel,ultra_low_sulfur,,3.626
2021-12-27,diesel,ultra_low_sulfur,,3.615
2022-01-03,diesel,ultra_low_sulfur,,3.613
2022-01-10,diesel,ultra_low_sulfur,,3.657
2022-01-17,diesel,ultra_low_sulfur,,3.725
2022-01-24,diesel,ultra_low_sulfur,,3.78
2022-01-31,diesel,ultra_low_sulfur,,3.846
2022-02-07,diesel,ultra_low_sulfur,,3.951
2022-02-14,diesel,ultra_low_sulfur,,4.019
2022-02-21,diesel,ultra_low_sulfur,,4.055
2022-02-28,diesel,ultra_low_sulfur,,4.104
2022-03-07,diesel,ultra_low_sulfur,,4.849
2022-03-14,diesel,ultra_low_sulfur,,5.25
2022-03-21,diesel,ultra_low_sulfur,,5.134
2022-03-28,diesel,ultra_low_sulfur,,5.185
2022-04-04,diesel,ultra_low_sulfur,,5.144
2022-04-11,diesel,ultra_low_sulfur,,5.073
2022-04-18,diesel,ultra_low_sulfur,,5.101
2022-04-25,diesel,ultra_low_sulfur,,5.16
2022-05-02,diesel,ultra_low_sulfur,,5.509
2022-05-09,diesel,ultra_low_sulfur,,5.623
2022-05-16,diesel,ultra_low_sulfur,,5.613
2022-05-23,diesel,ultra_low_sulfur,,5.571
2022-05-30,diesel,ultra_low_sulfur,,5.539
2022-06-06,diesel,ultra_low_sulfur,,5.703
2022-06-13,diesel,ultra_low_sulfur,,5.718
2022-06-20,diesel,ultra_low_sulfur,,5.81
2022-06-27,diesel,ultra_low_sulfur,,5.783
2022-07-04,diesel,ultra_low_sulfur,,5.675
2022-07-11,diesel,ultra_low_sulfur,,5.568
2022-07-18,diesel,ultra_low_sulfur,,5.432
2022-07-25,diesel,ultra_low_sulfur,,5.268
2022-08-01,diesel,ultra_low_sulfur,,5.138
2022-08-08,diesel,ultra_low_sulfur,,4.993
2022-08-15,diesel,ultra_low_sulfur,,4.911
2022-08-22,diesel,ultra_low_sulfur,,4.909
2022-08-29,diesel,ultra_low_sulfur,,5.115
2022-09-05,diesel,ultra_low_sulfur,,5.084
2022-09-12,diesel,ultra_low_sulfur,,5.033
2022-09-19,diesel,ultra_low_sulfur,,4.964
2022-09-26,diesel,ultra_low_sulfur,,4.889
2022-10-03,diesel,ultra_low_sulfur,,4.836
2022-10-10,diesel,ultra_low_sulfur,,5.224
2022-10-17,diesel,ultra_low_sulfur,,5.339
2022-10-24,diesel,ultra_low_sulfur,,5.341
2022-10-31,diesel,ultra_low_sulfur,,5.317
2022-11-07,diesel,ultra_low_sulfur,,5.333
2022-11-14,diesel,ultra_low_sulfur,,5.313
2022-11-21,diesel,ultra_low_sulfur,,5.233
2022-11-28,diesel,ultra_low_sulfur,,5.141
2022-12-05,diesel,ultra_low_sulfur,,4.967
2022-12-12,diesel,ultra_low_sulfur,,4.754
2022-12-19,diesel,ultra_low_sulfur,,4.596
2022-12-26,diesel,ultra_low_sulfur,,4.537
2023-01-02,diesel,ultra_low_sulfur,,4.583
2023-01-09,diesel,ultra_low_sulfur,,4.549
2023-01-16,diesel,ultra_low_sulfur,,4.524
2023-01-23,diesel,ultra_low_sulfur,,4.604
2023-01-30,diesel,ultra_low_sulfur,,4.622
2023-02-06,diesel,ultra_low_sulfur,,4.539
2023-02-13,diesel,ultra_low_sulfur,,4.444
2023-02-20,diesel,ultra_low_sulfur,,4.376
2023-02-27,diesel,ultra_low_sulfur,,4.294
2023-03-06,diesel,ultra_low_sulfur,,4.282
2023-03-13,diesel,ultra_low_sulfur,,4.247
2023-03-20,diesel,ultra_low_sulfur,,4.185
2023-03-27,diesel,ultra_low_sulfur,,4.128
2023-04-03,diesel,ultra_low_sulfur,,4.105
2023-04-10,diesel,ultra_low_sulfur,,4.098
2023-04-17,diesel,ultra_low_sulfur,,4.116
2023-04-24,diesel,ultra_low_sulfur,,4.077
2023-05-01,diesel,ultra_low_sulfur,,4.018
2023-05-08,diesel,ultra_low_sulfur,,3.922
2023-05-15,diesel,ultra_low_sulfur,,3.897
2023-05-22,diesel,ultra_low_sulfur,,3.883
2023-05-29,diesel,ultra_low_sulfur,,3.855
2023-06-05,diesel,ultra_low_sulfur,,3.797
2023-06-12,diesel,ultra_low_sulfur,,3.794
2023-06-19,diesel,ultra_low_sulfur,,3.815
2023-06-26,diesel,ultra_low_sulfur,,3.801
2023-07-03,diesel,ultra_low_sulfur,,3.767
2023-07-10,diesel,ultra_low_sulfur,,3.806
2023-07-17,diesel,ultra_low_sulfur,,3.806
2023-07-24,diesel,ultra_low_sulfur,,3.905
2023-07-31,diesel,ultra_low_sulfur,,4.127
2023-08-07,diesel,ultra_low_sulfur,,4.239
2023-08-14,diesel,ultra_low_sulfur,,4.378
2023-08-21,diesel,ultra_low_sulfur,,4.389
2023-08-28,diesel,ultra_low_sulfur,,4.475
2023-09-04,diesel,ultra_low_sulfur,,4.492
2023-09-11,diesel,ultra_low_sulfur,,4.54
2023-09-18,diesel,ultra_low_sulfur,,4.633
2023-09-25,diesel,ultra_low_sulfur,,4.586
2023-10-02,diesel,ultra_low_sulfur,,4.593
2023-10-09,diesel,ultra_low_sulfur,,4.498
2023-10-16,diesel,ultra_low_sulfur,,4.444
2023-10-23,diesel,ultra_low_sulfur,,4.545
2023-10-30,diesel,ultra_low_sulfur,,4.454
2023-11-06,diesel,ultra_low_sulfur,,4.366
2023-11-13,diesel,ultra_low_sulfur,,4.294
2023-11-20,diesel,ultra_low_sulfur,,4.209
2023-11-27,diesel,ultra_low_sulfur,,4.146
2023-12-04,diesel,ultra_low_sulfur,,4.092
2023-12-11,diesel,ultra_low_sulfur,,3.987
2023-12-18,diesel,ultra_low_sulfur,,3.894
2023-12-25,diesel,ultra_low_sulfur,,3.914
2024-01-01,diesel,ultra_low_sulfur,,3.876
2024-01-08,diesel,ultra_low_sulfur,,3.828
2024-01-15,diesel,ultra_low_sulfur,,3.863
2024-01-22,diesel,ultra_low_sulfur,,3.838
2024-01-29,diesel,ultra_low_sulfur,,3.867
2024-02-05,diesel,ultra_low_sulfur,,3.899
2024-02-12,diesel,ultra_low_sulfur,,4.109
2024-02-19,diesel,ultra_low_sulfur,,4.109
2024-02-26,diesel,ultra_low_sulfur,,4.058
2024-03-04,diesel,ultra_low_sulfur,,4.022
2024-03-11,diesel,ultra_low_sulfur,,4.004
2024-03-18,diesel,ultra_low_sulfur,,4.028
2024-03-25,diesel,ultra_low_sulfur,,4.034
2024-04-01,diesel,ultra_low_sulfur,,3.996
2024-04-08,diesel,ultra_low_sulfur,,4.061
2024-04-15,diesel,ultra_low_sulfur,,4.015
2024-04-22,diesel,ultra_low_sulfur,,3.992
2024-04-29,diesel,ultra_low_sulfur,,3.947
2024-05-06,diesel,ultra_low_sulfur,,3.894
2024-05-13,diesel,ultra_low_sulfur,,3.848
2024-05-20,diesel,ultra_low_sulfur,,3.789
2024-05-27,diesel,ultra_low_sulfur,,3.758
2024-06-03,diesel,ultra_low_sulfur,,3.726
2024-06-10,diesel,ultra_low_sulfur,,3.658
2024-06-17,diesel,ultra_low_sulfur,,3.735
2024-06-24,diesel,ultra_low_sulfur,,3.769
2024-07-01,diesel,ultra_low_sulfur,,3.813
2024-07-08,diesel,ultra_low_sulfur,,3.865
2024-07-15,diesel,ultra_low_sulfur,,3.826
2024-07-22,diesel,ultra_low_sulfur,,3.779
2024-07-29,diesel,ultra_low_sulfur,,3.768
2024-08-05,diesel,ultra_low_sulfur,,3.755
2024-08-12,diesel,ultra_low_sulfur,,3.704
2024-08-19,diesel,ultra_low_sulfur,,3.688
2024-08-26,diesel,ultra_low_sulfur,,3.651
2024-09-02,diesel,ultra_low_sulfur,,3.625
2024-09-09,diesel,ultra_low_sulfur,,3.555
2024-09-16,diesel,ultra_low_sulfur,,3.526
2024-09-23,diesel,ultra_low_sulfur,,3.539
2024-09-30,diesel,ultra_low_sulfur,,3.544
2024-10-07,diesel,ultra_low_sulfur,,3.584
2024-10-14,diesel,ultra_low_sulfur,,3.631
2024-10-21,diesel,ultra_low_sulfur,,3.553
2024-10-28,diesel,ultra_low_sulfur,,3.573
2024-11-04,diesel,ultra_low_sulfur,,3.536
2024-11-11,diesel,ultra_low_sulfur,,3.521
2024-11-18,diesel,ultra_low_sulfur,,3.491
2024-11-25,diesel,ultra_low_sulfur,,3.539
2024-12-02,diesel,ultra_low_sulfur,,3.54
2024-12-09,diesel,ultra_low_sulfur,,3.458
2024-12-16,diesel,ultra_low_sulfur,,3.494
2024-12-23,diesel,ultra_low_sulfur,,3.476
2024-12-30,diesel,ultra_low_sulfur,,3.503
2025-01-06,diesel,ultra_low_sulfur,,3.561
2025-01-13,diesel,ultra_low_sulfur,,3.602
2025-01-20,diesel,ultra_low_sulfur,,3.715
2025-01-27,diesel,ultra_low_sulfur,,3.659
2025-02-03,diesel,ultra_low_sulfur,,3.66
2025-02-10,diesel,ultra_low_sulfur,,3.665
2025-02-17,diesel,ultra_low_sulfur,,3.677
2025-02-24,diesel,ultra_low_sulfur,,3.697
2025-03-03,diesel,ultra_low_sulfur,,3.635
2025-03-10,diesel,ultra_low_sulfur,,3.582
2025-03-17,diesel,ultra_low_sulfur,,3.549
2025-03-24,diesel,ultra_low_sulfur,,3.567
2025-03-31,diesel,ultra_low_sulfur,,3.592
2025-04-07,diesel,ultra_low_sulfur,,3.639
2025-04-14,diesel,ultra_low_sulfur,,3.579
2025-04-21,diesel,ultra_low_sulfur,,3.534
2025-04-28,diesel,ultra_low_sulfur,,3.514
2025-05-05,diesel,ultra_low_sulfur,,3.497
2025-05-12,diesel,ultra_low_sulfur,,3.476
2025-05-19,diesel,ultra_low_sulfur,,3.536
2025-05-26,diesel,ultra_low_sulfur,,3.487
2025-06-02,diesel,ultra_low_sulfur,,3.451
2025-06-09,diesel,ultra_low_sulfur,,3.471
2025-06-16,diesel,ultra_low_sulfur,,3.571
2025-06-23,diesel,ultra_low_sulfur,,3.775
